Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:26:52,112641441,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633182,56300000.0,7.778174593,56300000.0,56300000.0,113000000.0,56300000.0,7.778174593,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,7.778174593,56300000.0,56300000.0,Benign
172.31.69.25-60.191.38.77-80-42946-6,60.191.38.77,42946,172.31.69.25,80,6,20/02/2018 09:29:47,5222759,4,4,289.0,972.0,289.0,0.0,72.25,144.5,972.0,0.0,243.0,486.0,241.4432678,1.531757449,746108.4286,1786488.731,4790988.0,24.0,431771.0,143923.6667,124618.683,216458.0,28.0,5222735.0,1740911.667,2829383.229,5005674.0,1738.0,0,0,0,0,136,136,0.765878724,0.765878724,0.0,972.0,140.1111111,326.2715297,106453.1111,0,0,0,1,0,0,0,0,1.0,157.625,72.25,243.0,0,0,0,0,0,0,4,289,4,972,14600,219,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
131.202.242.193-172.31.69.25-6407-22-6,172.31.69.25,22,131.202.242.193,6407,6,20/02/2018 09:28:40,9316642,46,42,4560.0,896.0,336.0,64.0,99.13043478,59.16102647,64.0,0.0,21.33333333,30.53559831,585.618724,9.44546329,107087.8391,296855.9407,1659729.0,5.0,9273957.0,206087.9333,425232.0438,1743719.0,25.0,9233190.0,225199.7561,402848.194,1659729.0,5.0,1,0,0,0,920,840,4.937401265,4.508062025,0.0,336.0,62.02247191,61.10831991,3734.226762,0,1,0,0,1,0,0,0,0.0,62.72727273,99.13043478,21.33333333,0,0,0,0,0,0,46,4560,42,896,256,252,45,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:29:41,112641563,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633153,56300000.0,3.535533906,56300000.0,56300000.0,113000000.0,56300000.0,3.535533906,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,3.535533906,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:32:30,112641676,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633126,56300000.0,56.56854249,56300000.0,56300000.0,113000000.0,56300000.0,56.56854249,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,56.56854249,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:35:19,112639437,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633656,56300000.0,1588.868937,56300000.0,56300000.0,113000000.0,56300000.0,1588.868937,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633656,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,1588.868937,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:38:08,112637389,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02663414,56300000.0,185.9690835,56300000.0,56300000.0,113000000.0,56300000.0,185.9690835,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.02663414,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,185.9690835,56300000.0,56300000.0,Benign
172.31.69.25-122.226.181.166-22-34666-6,122.226.181.166,34666,172.31.69.25,22,6,20/02/2018 09:41:31,12391803,14,12,1123.0,1969.0,648.0,0.0,80.21428571,178.5239387,976.0,0.0,164.0833333,351.0618848,249.5197834,2.09816118,495672.12,1701665.832,8466394.0,11.0,12400000.0,953104.3846,2306839.962,8466394.0,903.0,12400000.0,1126525.0,2545568.018,8585259.0,68.0,0,0,0,0,456,392,1.129779097,0.968382083,0.0,976.0,114.5185185,265.2342028,70349.18234,0,0,0,1,0,0,0,0,0.0,118.9230769,80.21428571,164.0833333,0,0,0,0,0,0,14,1123,12,1969,29200,230,7,32,696396.0,0.0,696396.0,696396.0,8466394.0,0.0,8466394.0,8466394.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:40:57,112638416,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633897,56300000.0,121.6223664,56300000.0,56300000.0,113000000.0,56300000.0,121.6223664,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633897,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,121.6223664,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:43:46,112639047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633748,56300000.0,96.87362902,56300000.0,56300000.0,113000000.0,56300000.0,96.87362902,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633748,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,96.87362902,56300000.0,56300000.0,Benign
172.31.69.1-172.31.69.25-67-68-17,172.31.69.25,68,172.31.69.1,67,17,20/02/2018 09:20:15,748,1,1,300.0,329.0,300.0,300.0,300.0,0.0,329.0,329.0,329.0,0.0,840909.0909,2673.796791,748.0,0.0,748.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1336.898396,1336.898396,300.0,329.0,309.6666667,16.74315781,280.3333333,0,0,0,0,0,0,0,0,1.0,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-221.194.47.239-22-51914-6,221.194.47.239,51914,172.31.69.25,22,6,20/02/2018 09:48:07,3641654,12,11,1123.0,1969.0,648.0,0.0,93.58333333,190.527239,976.0,0.0,179.0,364.1864907,849.0647382,6.315811442,165529.7273,236798.5986,546236.0,8.0,3641654.0,331059.4545,256430.6663,547745.0,17.0,3062380.0,306238.0,254770.6873,518058.0,66.0,0,0,0,0,392,360,3.29520597,3.020605472,0.0,976.0,128.8333333,278.5691182,77600.75362,0,0,0,1,0,0,0,0,0.0,134.4347826,93.58333333,179.0,0,0,0,0,0,0,12,1123,11,1969,29200,230,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:46:35,112639598,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633618,56300000.0,15.55634919,56300000.0,56300000.0,113000000.0,56300000.0,15.55634919,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633618,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,15.55634919,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:49:24,112639966,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633531,56300000.0,66.46803743,56300000.0,56300000.0,113000000.0,56300000.0,66.46803743,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633531,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,66.46803743,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:52:13,112640185,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633479,56300000.0,37.4766594,56300000.0,56300000.0,113000000.0,56300000.0,37.4766594,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633479,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,37.4766594,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:55:02,112640408,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633426,56300000.0,26.87005769,56300000.0,56300000.0,113000000.0,56300000.0,26.87005769,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633426,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,26.87005769,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:57:51,112640615,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633377,56300000.0,40.30508653,56300000.0,56300000.0,113000000.0,56300000.0,40.30508653,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633377,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,40.30508653,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:00:40,112640715,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633354,56300000.0,17.67766953,56300000.0,56300000.0,113000000.0,56300000.0,17.67766953,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633354,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,17.67766953,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:03:29,112640744,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633347,56300000.0,7.071067812,56300000.0,56300000.0,113000000.0,56300000.0,7.071067812,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633347,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,7.071067812,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:06:18,112640793,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633335,56300000.0,44.54772721,56300000.0,56300000.0,113000000.0,56300000.0,44.54772721,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,44.54772721,56300000.0,56300000.0,Benign
131.202.242.193-172.31.69.25-6407-22-6,172.31.69.25,22,131.202.242.193,6407,6,20/02/2018 09:31:41,320052,5,5,3488.0,672.0,1168.0,0.0,697.6,452.9158862,560.0,0.0,134.4,239.6263758,12997.88784,31.2449227,35561.33333,30930.24279,83343.0,130.0,320052.0,80013.0,68593.5786,153820.0,130.0,240058.0,60014.5,32897.41988,88466.0,29099.0,1,0,0,0,100,100,15.62246135,15.62246135,0.0,1168.0,445.0909091,440.0330566,193629.0909,0,1,0,0,1,0,0,0,1.0,489.6,697.6,134.4,0,0,0,0,0,0,5,3488,5,672,252,256,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-221.194.47.233-22-56958-6,221.194.47.233,56958,172.31.69.25,22,6,20/02/2018 10:10:59,5707641,14,11,1123.0,1969.0,648.0,0.0,80.21428571,178.5239387,976.0,0.0,179.0,364.1864907,541.7299371,4.380093282,237818.375,363896.2239,1602023.0,13.0,5707641.0,439049.3077,402745.7241,1602023.0,13.0,5200191.0,520019.1,616070.8428,2164553.0,74.0,0,0,0,0,456,360,2.452852238,1.927241044,0.0,976.0,118.9230769,269.4780025,72618.39385,0,0,0,1,0,0,0,0,0.0,123.68,80.21428571,179.0,0,0,0,0,0,0,14,1123,11,1969,29200,230,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
131.202.242.193-172.31.69.25-8837-80-6,131.202.242.193,8837,172.31.69.25,80,6,20/02/2018 10:11:19,5056542,4,4,281.0,509.0,281.0,0.0,70.25,140.5,509.0,0.0,127.25,254.5,156.2332519,1.58210888,722363.1429,1852102.954,4921945.0,21.0,134597.0,44865.66667,38407.01802,84209.0,7469.0,5056519.0,1685506.333,2875050.601,5005206.0,927.0,0,0,0,0,92,92,0.79105444,0.79105444,0.0,509.0,87.77777778,183.2680945,33587.19444,0,0,0,1,0,0,0,0,1.0,98.75,70.25,127.25,0,0,0,0,0,0,4,281,4,509,64240,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
131.202.242.193-172.31.69.25-8837-80-6,131.202.242.193,8837,172.31.69.25,80,6,20/02/2018 10:11:24,197,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10152.28426,197.0,0.0,197.0,197.0,197.0,197.0,0.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,10152.28426,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
131.202.242.193-172.31.69.25-8836-80-6,131.202.242.193,8836,172.31.69.25,80,6,20/02/2018 10:11:18,5940703,7,6,907.0,1597.0,323.0,0.0,129.5714286,162.0821367,662.0,0.0,266.1666667,300.9826684,421.4989371,2.188293204,495058.5833,1408137.332,4922378.0,24.0,1018325.0,169720.8333,264643.3995,707894.0,27448.0,5940679.0,1188135.8,2154970.595,5005205.0,718.0,0,0,0,0,152,132,1.178311725,1.009981479,0.0,662.0,178.8571429,232.9258242,54254.43956,0,0,0,1,0,0,0,0,0.0,192.6153846,129.5714286,266.1666667,0,0,0,0,0,0,7,907,6,1597,64240,236,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
131.202.242.193-172.31.69.25-8836-80-6,131.202.242.193,8836,172.31.69.25,80,6,20/02/2018 10:11:24,54,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.03704,54.0,0.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,37037.03704,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:09:07,112640616,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633377,56300000.0,229.1025971,56300000.0,56300000.0,113000000.0,56300000.0,229.1025971,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633377,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,229.1025971,56300000.0,56300000.0,Benign
172.31.69.25-52.14.136.135-80-50819-6,52.14.136.135,50819,172.31.69.25,80,6,20/02/2018 10:13:54,3904,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,252049.1803,1793.032787,650.6666667,1136.69779,2937.0,27.0,3310.0,1655.0,1813.021787,2937.0,373.0,3877.0,1292.333333,1762.430802,3312.0,66.0,0,0,0,0,72,92,768.442623,1024.590164,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50820-6,52.14.136.135,50820,172.31.69.25,80,6,20/02/2018 10:13:54,762,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1291338.583,9186.351706,127.0,179.1156051,387.0,2.0,336.0,168.0,234.7594514,334.0,2.0,754.0,251.3333333,191.719413,387.0,32.0,0,0,0,0,72,92,3937.007874,5249.343832,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50821-6,52.14.136.135,50821,172.31.69.25,80,6,20/02/2018 10:13:54,726,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1355371.901,9641.873278,121.0,167.751006,363.0,2.0,317.0,158.5,221.3244225,315.0,2.0,720.0,240.0,180.3247071,363.0,33.0,0,0,0,0,72,92,4132.231405,5509.641873,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50822-6,52.14.136.135,50822,172.31.69.25,80,6,20/02/2018 10:13:54,556,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1769784.173,12589.92806,92.66666667,129.4629934,292.0,2.0,301.0,150.5,210.010714,299.0,2.0,549.0,183.0,141.5874288,301.0,26.0,0,0,0,0,72,92,5395.683453,7194.244604,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50823-6,52.14.136.135,50823,172.31.69.25,80,6,20/02/2018 10:13:54,916,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1074235.808,7641.921397,152.6666667,232.1203711,565.0,3.0,307.0,153.5,212.8391411,304.0,3.0,910.0,303.3333333,266.631456,565.0,32.0,0,0,0,0,72,92,3275.10917,4366.812227,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50824-6,52.14.136.135,50824,172.31.69.25,80,6,20/02/2018 10:13:54,597,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1648241.206,11725.29313,99.5,138.5940114,300.0,1.0,307.0,153.5,215.6675683,306.0,1.0,591.0,197.0,147.9763495,308.0,29.0,0,0,0,0,72,92,5025.125628,6700.167504,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50825-6,52.14.136.135,50825,172.31.69.25,80,6,20/02/2018 10:13:54,838,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1174224.344,8353.221957,139.6666667,194.0594411,410.0,9.0,389.0,194.5,262.3366158,380.0,9.0,827.0,275.6666667,215.5837038,410.0,27.0,0,0,0,0,72,92,3579.952267,4773.26969,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50826-6,52.14.136.135,50826,172.31.69.25,80,6,20/02/2018 10:13:54,363479,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,2707.171528,19.25833404,60579.83333,148205.0346,363102.0,3.0,315.0,157.5,218.4959954,312.0,3.0,363473.0,121157.6667,209529.9834,363102.0,49.0,0,0,0,0,72,92,8.253571733,11.00476231,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50829-6,52.14.136.135,50829,172.31.69.25,80,6,20/02/2018 10:13:55,1001475,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,982.5507377,6.989690207,166912.5,408593.2899,1000950.0,12.0,462.0,231.0,278.6000718,428.0,34.0,1001462.0,333820.6667,577750.9866,1000950.0,51.0,0,0,0,0,72,92,2.995581517,3.99410869,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50830-6,52.14.136.135,50830,172.31.69.25,80,6,20/02/2018 10:13:55,415708,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,2367.0461,16.83874258,69284.66667,169492.6605,415260.0,16.0,400.0,200.0,260.2152955,384.0,16.0,415685.0,138561.6667,239627.8538,415260.0,32.0,0,0,0,0,72,92,7.216603962,9.622138617,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.69.25-52.14.136.135-80-50831-6,52.14.136.135,50831,172.31.69.25,80,6,20/02/2018 10:13:56,627650,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1567.752728,11.1527125,104608.3333,255961.2528,627087.0,11.0,502.0,251.0,97.5807358,320.0,182.0,627636.0,209212.0,361890.4352,627087.0,50.0,0,0,0,0,72,92,4.779733928,6.372978571,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
